ID,mu,E_L,E_H,gap,method,qm9_id,smiles_init,smiles_final
557,1.75939,2.2018,-6.886,9.0878,JANUS-SimpleNet-9.3,1791.0,CCC1(C)OC1C,CC[C@@]1(C)O[C@H]1C
558,1.88694,2.0812,-6.955,9.0362,JANUS-SimpleNet-9.3,,COCCOC(O)CF,COCCO[C@H](O)CF
559,2.52787,-1.9947,-8.444,6.449300000000001,JANUS-SimpleNet-9.3,,FCC(F)OOF,FC[C@H](F)OOF
560,2.82926,1.8278,-7.1379,8.9657,JANUS-SimpleNet-9.3,,CCOCC1OC1F,CCOC[C@H]1O[C@@H]1F
562,2.82437,0.7029,-6.7646,7.467499999999999,JANUS-SimpleNet-9.3,,CCOOCCOCF,CCOOCCOCF
563,2.49971,-0.6714,-6.6836,6.0122,JANUS-SimpleNet-9.3,,CC=CCCOF,C/C=C\CCOF
564,3.53917,1.8574,-7.1149,8.972299999999999,JANUS-SimpleNet-9.3,,FC(F)COCC1CO1,FC(F)COC[C@@H]1CO1
565,1.74802,1.7561,-6.7809,8.536999999999999,JANUS-SimpleNet-9.3,,OC(F)COCC1CO1,O[C@H](F)COC[C@H]1CO1
566,1.48471,0.5664,-6.6777,7.244099999999999,JANUS-SimpleNet-9.3,,CC1(CF)C=CC1,C[C@]1(CF)C=CC1
567,1.97023,1.8915,-7.0351,8.9266,JANUS-SimpleNet-9.3,,COCCC1OC1F,COCC[C@H]1O[C@@H]1F
568,2.13489,0.1176,-6.9021,7.0197,JANUS-SimpleNet-9.3,,C=C(F)C1CO1,C=C(F)[C@@H]1CO1
569,1.86979,2.1418,-6.838,8.979800000000001,JANUS-SimpleNet-9.3,,CCCOCCOCF,CCCOCCOCF
570,2.41271,-0.3616,-6.9874,6.6258,JANUS-SimpleNet-9.3,,C=CCOOCF,C=CCOOCF
571,5.82569,-2.8293,-6.9004,4.0711,DIDgen-GIN-4.1,,N#CC12C3C4OC5OOC56N5N(C4C=N)N(N51)C326,[H]/N=C/[C@H]1[C@H]2C=C3C(C#N)=NN3N1N=C1OO[C@@H]1O2
572,1.69579,-3.1483,-6.9358,3.787500000000001,DIDgen-GIN-4.1,,O=CC(=O)C(O)CO,O=CC(=O)[C@@H](O)CO
573,5.49808,-4.3118,-6.4023,2.0905000000000005,DIDgen-GIN-4.1,,O=CC#CC(=O)C1=C2CN(C1)OO2,O=CC#C/C([O-])=C1\C[N+](=O)CC1=O
574,4.16665,-2.3059,-6.6772,4.3713,DIDgen-GIN-4.1,,O=C1C2=C(CONN3N4C2N3C23OC42O3)OC1O,O=C1C2=C(CONN3N4[C@H]2N3[C@@]23O[C@@]42O3)O[C@@H]1O
575,3.07426,-1.3245,-6.3866,5.062099999999999,DIDgen-GIN-4.1,,Nc1nnn(C#CNC=O)n1,Nc1nnn(C#CNC=O)n1
576,2.57761,-1.9704,-6.9506,4.9802,DIDgen-GIN-4.1,,O=CC1N2ON3N2NC13C=O,O=C[C@H]1[N-]ON2N=[NH+][C@]12C=O
577,1.6361,-4.181,-7.0172,2.8362,DIDgen-GIN-4.1,,O=C=NN=C1C23ON2N2OC123,O=C=[N+]=NC1=C([O-])N=NC1=O
578,5.04777,-3.1858,-7.2991,4.113300000000001,DIDgen-GIN-4.1,,C#CC12N=NN3N(O1)C32C=NO,C#C[C@]12N=N[N-][C@@]1(C=[N+]=[OH+])[N-]O2
579,4.73423,-4.8067,-7.2111,2.4044,DIDgen-GIN-4.1,,O=CC1(C23ON2O3)N2C(=O)C21C1C23N4N5C12C453,N#N.O=C[C@]1(C(=O)N=O)N2C(=O)[C@]21C1C2=C=C21
580,2.08879,-2.844,-6.3689,3.5249,DIDgen-GIN-4.1,,C#CC12C(=COC1N=O)C1(NC23OO3)OO1,C#C[C@@]12C(=CO[C@@H]1N=O)[C@]1(N[C@]23OO3)OO1
581,2.1199,-4.1145,-6.9651,2.8506,DIDgen-GIN-4.1,,O=NC(=O)C(CC12OON1OO2)C1OO1,O=NC(=O)[C@@H](CC12OON1OO2)C1OO1
582,2.4721,-3.5769,-6.5466,2.9697,DIDgen-GIN-4.1,,N=C(N=O)c1ncoc1N=O,[H]/N=C(\N=O)c1ncoc1N=O
583,2.41916,-1.148,-6.6752,5.527200000000001,DIDgen-GIN-4.1,,C1=NC2(C=C3CNC34OC4OC=N2)OO1,C1=N[C@@]2(/C=C3/CN[C@@]34O[C@@H]4O/C=N\2)OO1
584,3.66725,-4.3459,-6.6187,2.2728,DIDgen-GIN-4.1,,O=Nn1c(=O)c#cn1CC12C3OC14OC342,O=Nn1c(=O)c#cn1C[C@]12[C@@H]3O[C@]14O[C@@]342
585,0.91857,-3.4646,-6.395,2.9304,DIDgen-GIN-4.1,,CCCC1=C(C=O)c2ooc2C1=O,CCCC1=C(C=O)c2ooc2C1=O
586,3.38953,-3.429,-4.8819,1.4529,DIDgen-GIN-4.1,,C1=NN(C2OC3(O2)C2C45OC6C24C635)C2=CON=CC=12,C1=NN([C@H]2O[C@]3([C-]=C4C=[O+]C4=C3)O2)C2=CON=CC=12
587,2.04372,-2.5714,-7.3921,4.8207,DIDgen-GIN-4.1,,,O=C1[C@@]23N[C@]12C31n2[c-][o+]n21
588,2.8143,-2.0119,-6.4514,4.4395,DIDgen-GIN-4.1,,C=C(F)C1=CN2C1=NC2C=O,C=C(F)C1=CN2C1=N[C@H]2C=O
589,3.21654,-2.1357,-5.3126,3.1769,DIDgen-GIN-4.1,,,C=CC1=C2O[C@@H]3[C@H]4O[C@@]35O[C@]25C[C@@]14C=C
590,3.06212,-2.6792,-5.967,3.2878,DIDgen-GIN-4.1,,O=C=COC(N=O)C1ON(NNO)C1=O,O=C=CO[C@@H](N=O)[C@@H]1ON(NNO)C1=O
591,5.79101,-1.4649,-5.6031,4.1382,DIDgen-GIN-4.1,,O=Cc1cc2oc(O)cc2o1,O=Cc1cc2oc(O)cc2o1
592,0.79084,-4.3759,-8.4578,4.081900000000001,DIDgen-GIN-4.1,,,[C-2]=NC(=[C-2])C1=N[O+]=[N+]=N1.[N+][N+]
593,2.53747,-3.198,-6.9181,3.7201,DIDgen-GIN-4.1,,O=NC1C(=O)OC1C#CC12N3C14OC1(ON1C15ON1N5O)C324,O=N[C@H]1C(=O)O[C@H]1C#C[C@]12N3[C@@]14O[C@@]1(ON1[C@@]15ON1N5O)[C@@]324
594,5.53528,-3.0466,-6.6824,3.6358,DIDgen-GIN-4.1,,CC1(N=O)NN1C#CC=O,C[C@]1(N=O)NN1C#CC=O
595,5.23595,-4.2174,-6.4347,2.2173000000000007,DIDgen-GIN-4.1,,O=CC12C#CON3N4C(F)(N1F)C34C#C2,O=C[C@@]12C(=C=C3[N+]#[N+][C@]3(F)N1F)/C2=[C-]/[O-]
596,2.73828,-3.1144,-7.9387,4.8243,DIDgen-GIN-4.1,,N#CC(=O)N(C(=C=O)C#N)C1OO1,N#CC(=O)N(C(=C=O)C#N)C1OO1
597,2.26622,-3.976,-7.0363,3.0603,DIDgen-GIN-4.1,,NOOOC(N=O)=NC=O,NOOO/C(N=O)=N/C=O
598,5.42356,-2.084,-7.4372,5.353199999999999,DIDgen-GIN-4.1,,N#CC1CC2=C(C1=O)C2N=C=O,N#C[C@H]1CC2=C(C1=O)[C@@H]2N=C=O
599,4.93026,-3.7464,-6.4836,2.7372,DIDgen-GIN-4.1,,O=CN1NCC1(F)C(=O)N=O,O=CN1NC[C@@]1(F)C(=O)N=O
600,0.98857,-4.2733,-8.1651,3.891800000000001,DIDgen-GIN-4.1,,O=C1C(=O)C2(OOC1=NF)OO2,O=C1C(=O)C2(OO/C1=N\F)OO2
601,5.32169,-2.2592,-6.517,4.2578000000000005,DIDgen-GIN-4.1,,O=C=C1N(OC=NN=O)C1(O)O,O=C=C1N(O/C=N/N=O)C1(O)O
602,8.81255,-3.7353,-6.4616,2.7263,DIDgen-GIN-4.1,,OON(O)NC1=NC12NC1(C#COF)N=C3OC31O2,O=C=N[C@@]1(C#COF)[C-]=[O+][C@@]2(N=C2NN(O)OO)N1
603,1.51143,-3.1162,-6.5968,3.4806,DIDgen-GIN-4.1,,O=CC1=NC(N=O)C2OC12,O=CC1=N[C@H](N=O)[C@H]2O[C@@H]12
604,2.23032,-4.1028,-5.1205,1.0176999999999996,DIDgen-GIN-4.1,,O=C1C2=NC3=C=C2ON(O3)N1C1OO1,O=C1N(C2OO2)N2O[C-]3[C@@]45[C@@]6(O2)[C@@]14[N@+]365
605,3.84275,-3.5999,-6.3019,2.702,DIDgen-GIN-4.1,,C#CC1OOCC1=C1OC2=C(O2)C1N=O,C#C[C@H]1OOC/C1=C1\C=C(N=O)C(=O)O1
606,3.94461,-3.0069,-6.2666,3.2597000000000005,DIDgen-GIN-4.1,,O=C=NN(C#CN=O)N=NOCNC12OCC1(O)O2,O=C=NN(C#CN=O)/N=N\OCN[C@@]12OC[C@]1(O)O2
607,14.9368,-3.9845,-5.7155,1.7309999999999994,DIDgen-GIN-4.1,,,[H]/N=c1/c(C#[C-])c2c(c3n1NC[C@H]1C(=O)[C@@H]31)N=[O+]2
608,3.54387,-2.3066,-7.9244,5.617800000000001,DIDgen-GIN-4.1,,FC(F)C1(N(F)F)OC=C2OOC3=CC14N(O3)N24,O=C1ON2N3C(=O)[C@H]4O[C@](C(F)F)(N(F)F)C23[C@@H]14
609,4.67259,-3.9167,-7.1224,3.2057,DIDgen-GIN-4.1,,,[O-]C#[N+]C(=C=Nc1c2c3c1n23)ONO
610,6.09216,-2.0699,-5.8989,3.829,DIDgen-GIN-4.1,,O=C1C(O)=C2NC3OC4ON3CN(ON14)C2O,O=C1C(O)=C2N[C@H]3O[C@@H]4ON3CN(ON14)[C@H]2O
611,2.4122,-3.6335,-6.9408,3.3073,DIDgen-GIN-4.1,,O=C(O)N1N2C3ON4C5(C(=O)O)N2C35C42C34N5C13C524,O=CC1=C2/[C@]34N5[C@]23[C@@]54N(C(=O)O)/N=N/C(C(=O)O)=N\1
612,4.99933,-2.1187,-6.8159,4.6972000000000005,DIDgen-GIN-4.1,,FC12C=NC34OOC3(O4)C34C(C5=CN51)C3N24,F[C@@]12C=N[C@]34OO[C@]3(O4)[C@@]34[C@@H]([C@@H]3N41)[C@@H]1[C-]=[N+]12
613,8.29824,-2.7627,-4.8743,2.1116,DIDgen-GIN-4.1,,CN1C=C=NN1C(=O)C=N,[H]/N=C/C(=O)N1N=C=CN1C
614,3.9366,-1.035,-5.3833,4.3483,DIDgen-GIN-4.1,,CN=Nc1cconcoccoc1,C/N=N\c1cconcoccoc1
615,3.09732,-2.8052,-7.1147,4.3095,DIDgen-GIN-4.1,,N1=C2OC34C56C(=N1)C5C2N1C32N6C124,
616,4.058,-3.089,-6.1364,3.0474,DIDgen-GIN-4.1,,O=NC1(N2C3(O)OC23O)NN1N=CNO,O=N[C@]1(/N=C(\O)C(=O)O)NN1/N=C/NO
617,4.15102,-2.0151,-6.0731,4.058,DIDgen-GIN-4.1,,O=C=C1C#COC(O)N2C3=NC132,O=C=C1C#CO[C@@H](O)[N@@+]23[C-]4N2[C@]143
618,2.29474,-2.4694,-6.6185,4.149100000000001,DIDgen-GIN-4.1,,CCC(C(=O)C=O)C(C)O,CC[C@H](C(=O)C=O)[C@H](C)O
619,1.77079,-3.0618,-6.4329,3.3711,DIDgen-GIN-4.1,,O=CC(O)C1C2C3N2N2C45OC26C27N8C32C4C18C567,
620,3.32826,-3.8819,-6.1849,2.303,DIDgen-GIN-4.1,,CC12N3C(=O)C45NN6C4C65OC14N1OC32ON14,C[C@@]12[C-]3O[N-][C@]1(N=O)O[C@@]14[C@H]5[N+]1=[NH+][C@]54C(=O)N32
621,1.94735,-3.0667,-5.8003,2.7336,DIDgen-GIN-4.1,,,N#N.[H]/N=N\N=[C-]\C1=C(C#CC#[O+])C1=C
622,3.12718,-3.8639,-7.2692,3.4052999999999995,DIDgen-GIN-4.1,,C#CC#CC1=NC=NC1=O,C#CC#CC1=NC=NC1=O
623,3.46321,-2.5748,-6.762,4.187199999999999,DIDgen-GIN-4.1,49748.0,N=CN1C=CC(=O)C1=N,[H]/N=C\N1C=CC(=O)/C1=N/[H]
624,4.08905,0.131,-5.361,5.492,DIDgen-GIN-4.1,,C#CN(C=O)NC=CN,C#CN(C=O)N/C=C/N
625,5.08234,-2.5891,-6.2575,3.6684,DIDgen-GIN-4.1,,NC1(C=O)CC(CN=O)C(=O)N1,N[C@@]1(C=O)C[C@H](CN=O)C(=O)N1
626,3.91897,-2.8467,-7.4584,4.611700000000001,DIDgen-GIN-4.1,,N#CC1=NC2N(F)C(=NC3OO3)N2O1,N#CC1=N[C@@H]2N(F)/C(=N/C3OO3)N2O1
627,1.35165,-4.2333,-6.5416,2.3083,DIDgen-GIN-4.1,,,[N-]=C=C1[C@]23O[C@]12C=C([O-])[N+]3=[NH2+]
628,9.16029,-1.5802,-4.9662,3.386,DIDgen-GIN-4.1,,NNN=C(N)C(O)c1n[nH]c2c1C(=O)O2,NN[N+]1=C(N)[C@H](O)c2n[nH]c([O-])c2C1=O
629,5.77884,-2.8398,-6.2452,3.4054,DIDgen-GIN-4.1,,NC12C=CC(=O)N1C2N=O,N[C@@]12C=CC(=O)N1[C@H]2N=O
630,3.28278,-3.2181,-6.4068,3.1886999999999994,DIDgen-GIN-4.1,,,O=c1nc1[C@]12OON1[C@@H](n1c#cc3c1=NC=3)O2
631,7.55501,-2.4692,-8.1327,5.6635,DIDgen-GIN-4.1,,N#Cn1c(=O)[nH][nH]ooc(=O)c1=O,N#Cn1c(=O)[nH][nH]ooc(=O)c1=O
632,4.27395,-3.0055,-6.0968,3.0913,DIDgen-GIN-4.1,,,O=CO/[O+]=C1\C2=C3[O+]=[C-]C3=CO[C@@]34N([C@@]35[C-]=[O+]c3nn1[c-]35)[C@@]24F
633,5.05282,-2.762,-7.5264,4.7644,DIDgen-GIN-4.1,,O=C1OC(F)C2=C(C(=O)O)C3N(OC34OOO4)N2O1,O=C1O[C@@H](F)C2=C(C(=O)O)[C@@H]3N(OC34OOO4)N2O1
634,3.29442,-2.2873,-8.0304,5.7431,DIDgen-GIN-4.1,,O=COC(=O)C1N2N1C13N4N5N1C43N1OC251,N#C[N-][N+]#N.[C-]#[N+][C@@H](N=C=O)C(=O)OC=O
635,3.5652,-1.5671,-6.0511,4.484,DIDgen-GIN-4.1,,On1n2n1C2=C1NN2OC34C5C1C23N54,O=C1[C@@H]2[C@H]3C(=NNC3=C3n4n(O)n43)N12
636,3.77847,-2.8494,-6.3365,3.4871,DIDgen-GIN-4.1,,O=C(OO)C(=O)c1conn[nH][nH]1,O=C(OO)C(=O)c1conn[nH][nH]1
637,7.10724,-3.0095,-5.9602,2.9507000000000003,DIDgen-GIN-4.1,,,CC1=C2CC(=O)N3C(=C=O)[C@@]23C(=O)[C@H](N=O)N1
638,2.84998,-3.3235,-6.1288,2.8053,DIDgen-GIN-4.1,,,O=C=C=N[C@]1(O)N=COCN1c1nooc1=O
639,2.19454,-3.7043,-6.047,2.3427,DIDgen-GIN-4.1,,O=C=NOC12C3NC1(C14ON1O4)C(OO)C21ON1O3,O=C=NOC1=CN[C@@]1(C(=O)N=O)[C@@H](OO)C(=O)N=O
640,2.32852,-2.8101,-7.0613,4.251200000000001,DIDgen-GIN-4.1,,O=CC(C=NC1(F)OO1)=C1OC12C1C3(O)C14OC234,O=CC(/C=N\C1(F)OO1)=C1\O[C@@]12[C@@H]1[C@@]3(O)[C@@]14O[C@]342
641,1.82446,-3.0228,-6.1721,3.1493,DIDgen-GIN-4.1,,,[H]/N=[N+]1\N=C\C2=NN2/N=[C-]/N=C\N=N\1
642,2.61638,-3.9286,-7.0312,3.1026,DIDgen-GIN-4.1,,O=CC1(F)OC23C45C(=O)C1(N=O)C1C24C135,
643,3.68425,-2.0125,-6.9772,4.9647,DIDgen-GIN-4.1,,O=C1C2CC(=O)N(O2)ON2OC3OOC2C32OC12,O=C1[C@H]2CC(=O)N(O2)ON2O[C@@H]3OO[C@H]2[C@@]32O[C@@H]12
644,1.89131,-3.4973,-6.4709,2.9736,DIDgen-GIN-4.1,,NON(O)CCC=NC(=O)N=O,NON(O)CC/C=N/C(=O)N=O
645,6.14704,-4.7041,-6.0717,1.3675999999999997,DIDgen-GIN-4.1,,C#CC1NN2C34N5C3(C1=CN=O)C254,C#C[C@H]1NN=C2N=C=C2/C1=C\N=O
646,2.83969,-2.1279,-5.8356,3.7077,DIDgen-GIN-4.1,,CC(=C=O)C1(N)C=C1C=O,CC(=C=O)[C@]1(N)C=C1C=O
647,3.00361,-2.5732,-6.5028,3.9296,DIDgen-GIN-4.1,,C1=C2ON3C=1OC2=C1CCC3(C2NOO2)C1,O=C1C2=C=N[C@@]3([C@@H]4NOO4)CC/C(=C\1O2)C3
648,2.89675,-3.7682,-6.4461,2.6779,DIDgen-GIN-4.1,,C#CC12N3C4(OO4)OC31C21N=NC1=O,[CH-]=C=C1N2[C-](OC23[O+]=[O+]3)[C@@]12N=NC2=O
649,5.58536,-2.679,-6.6657,3.9867,DIDgen-GIN-4.1,,O=NN1CC=CCC(=O)C1=O,O=NN1CC=CCC(=O)C1=O
650,2.60527,-3.1407,-6.6692,3.5285,DIDgen-GIN-4.1,,N#CNN1C(C=O)=CC1N=O,N#CNN1C(C=O)=C[C@H]1N=O
651,10.25878,-3.834,-6.2194,2.3854,DIDgen-GIN-4.1,,,C=O.N#C/N=c1\nc2c3c(nc1-2)C=C3
652,3.21922,-2.5233,-5.2032,2.6799,DIDgen-GIN-4.1,,O=CC1=CN=CN(C=O)N1,O=CC1=CN=CN(C=O)N1
653,2.98326,-3.9853,-6.1487,2.1634,DIDgen-GIN-4.1,,O=NC(N=O)C1(N=O)C2(O)OOC21O,O=NC(N=O)[C@]1(N=O)[C@@]2(O)OO[C@]21O
654,3.24913,-3.5173,-6.8108,3.2935000000000003,DIDgen-GIN-4.1,,O=C1C=NN2OC13C(=NO)C23,O=C1C=NN=C/C(=N/O)C1=O
655,4.31549,-1.9346,-6.2241,4.2895,DIDgen-GIN-4.1,,C=C1CC(=C=N)OC(=O)CC1=O,C=C1CC(=C=N)OC(=O)CC1=O
656,1.8809,-1.3987,-6.3658,4.9671,DIDgen-GIN-4.1,,FC1C2=C3C4C3N4C23ON13,F[C@H]1C#C/C=C\N=C2/ON21
657,4.60562,-1.2663,-6.2884,5.0221,DIDgen-GIN-4.1,,O=Cn1[nH]c2c1C13N4C1(OO)C43N1NOC21,O=Cn1[nH]c2c1[C@@]13N4[C@]1(OO)[C@]43N1NO[C@H]21
658,3.32335,-1.654,-6.5855,4.9315,DIDgen-GIN-4.1,,CC(C(=O)c1occc1F)=C(F)F,CC(C(=O)c1occc1F)=C(F)F
659,2.84108,-4.1604,-7.0477,2.8873,DIDgen-GIN-4.1,,O=CN=CN=O,O=C/N=C/N=O
660,3.4679,-2.2198,-4.8679,2.6480999999999995,DIDgen-GIN-4.1,,,C1=C[C-]=[N+]2O[C@H]3C=C3N/C=C\C=12
661,5.44147,-2.1022,-6.3445,4.2423,DIDgen-GIN-4.1,,NC12CN3N4OC34C(=O)C1=CNO2,N[C@@]12CN3N4O[C@@]34C(=O)C1=CNO2
662,4.096,-2.0213,-5.7893,3.768,DIDgen-GIN-4.1,,CN=c1cc(N)nno1,C/N=c1/cc(N)nno1
663,3.6321,-3.1766,-6.1936,3.017,DIDgen-GIN-4.1,,CNOC(N)C(=O)N=O,CNO[C@H](N)C(=O)N=O
664,3.95444,-3.5213,-6.5116,2.9902999999999995,DIDgen-GIN-4.1,,C#CC(C#C)(N=O)C(=O)C1OC23N4N2C143,C#CC(C#C)=C([O-])[C@H]1O[C@]23N4N2[C@]143.N#[O+]
665,2.35547,-3.4847,-6.6703,3.1856,DIDgen-GIN-4.1,,FONN1OC(F)(On2nc3c(c2=CN(F)F)=N3)O1,FONN1OC(F)(On2nc3c(/c2=C\N(F)F)=N3)O1
666,3.08548,-2.7828,-5.9952,3.2124,DIDgen-GIN-4.1,,O=C1OC2=C=C1C13NC14ONC21COC1OC43,O=C1OC2=C3ON[C@@]24CO[C@@H]4O[C@@H]2[C-]=[NH+]/C2=C\13
667,5.69297,-4.8196,-6.7635,1.9438999999999995,DIDgen-GIN-4.1,,N#Cc1cc2oc1N1OC21N1C2ON1O2,
668,3.66387,-3.2968,-5.9589,2.6621,DIDgen-GIN-4.1,,O=NC(=O)C(=O)NOC1CNN1,O=NC(=O)C(=O)NO[C@@H]1CNN1
669,5.03311,-1.2519,-6.0429,4.791,DIDgen-GIN-4.1,,C=C=CC1(O)C2NC(=O)C(=C=O)C21,C=C=C[C@@]1(O)[C@@H]2NC(=O)C(=C=O)[C@@H]21
670,2.59096,-3.7718,-7.1883,3.4165,DIDgen-GIN-4.1,,C=C1N2OC13N=C3C(=O)C21OO1,C=C1N2O[C@]13N=C3C(=O)C21OO1
671,1.99587,0.484,-6.399,6.883,DIDgen-GIN-6.8,,CC(N)C(N)OC=O,C[C@H](N)[C@@H](N)OC=O
672,4.26347,0.3034,-6.8293,7.1327,DIDgen-GIN-6.8,,CC1ON(O)NC1C(N)=O,C[C@H]1ON(O)N[C@@H]1C(N)=O
673,2.35388,0.2799,-6.5488,6.8287,DIDgen-GIN-6.8,,CN1NN(C#N)NCO1,CN1NN(C#N)NCO1
674,2.12824,-2.3143,-6.0019,3.6876,DIDgen-GIN-6.8,,CCC(O)N=O,CC[C@H](O)N=O
675,2.36217,-0.1776,-6.9843,6.8067,DIDgen-GIN-6.8,,CC(=CCNF)CF,C/C(=C/CNF)CF
676,3.36381,-1.2604,-7.1548,5.8944,DIDgen-GIN-6.8,,N=C1OC2C(=N)C12F,[H]/N=C1\O[C@H]2/C(=N\[H])[C@@]12F
677,4.4851,-0.0098,-7.0054,6.9956,DIDgen-GIN-6.8,,O=CNOCCN=CF,O=CNOCC/N=C/F
678,9.05321,-3.8466,-6.3087,2.4621,DIDgen-GIN-6.8,,,O=NO.[O-]c1n[nH+]on1
679,4.02285,-0.5786,-6.7511,6.1725,DIDgen-GIN-6.8,,NC1C=NOO1,N[C@@H]1C=NOO1
680,4.63138,-0.6467,-6.4668,5.8201,DIDgen-GIN-6.8,,O=C1OC=C(CF)NO1,O=C1OC=C(CF)NO1
681,2.5298,-1.7702,-6.9114,5.1412,DIDgen-GIN-6.8,,,[O-][N+]1=NONO1
682,2.17039,0.3964,-6.0269,6.4233,DIDgen-GIN-6.8,,CC1(C2(N)C=C2)CN1,C[C@@]1(C2(N)C=C2)CN1
683,1.1434,1.3024,-4.5546,5.856999999999999,DIDgen-GIN-6.8,,NC1=CNNC1CO,NC1=CNN[C@H]1CO
684,1.85962,0.5508,-5.235,5.7858,DIDgen-GIN-6.8,,CCN1CCC(C)C=N1,CCN1CC[C@H](C)C=N1
685,2.19151,-0.7223,-7.4525,6.7302,DIDgen-GIN-6.8,,C#CC(O)C#CC1OO1,C#C[C@@H](O)C#CC1OO1
686,2.2953,1.1364,-5.3589,6.4953,DIDgen-GIN-6.8,,C=C1C(C)C(NC(O)F)N1N,C=C1[C@H](C)[C@@H](N[C@@H](O)F)N1N
687,1.08136,0.7218,-6.1336,6.8554,DIDgen-GIN-6.8,,CC1C=CC(N)CC1,C[C@H]1C=C[C@H](N)CC1
688,1.69768,0.4816,-5.4109,5.8925,DIDgen-GIN-6.8,,NNCCC(=O)O,NNCCC(=O)O
689,2.31671,0.3437,-7.0346,7.3783,DIDgen-GIN-6.8,,CC(N)(O)OCC(=O)ON,C[C@](N)(O)OCC(=O)ON
690,2.21381,-1.8997,-6.4006,4.5009,DIDgen-GIN-6.8,,,NC(=O)/N=N/NC1OOO1
691,3.51257,0.0788,-6.0686,6.1474,DIDgen-GIN-6.8,,NC1C2(O)ON3NC132,N[C@H]1[C@@]23NN2O[C@]13O
692,2.7568,-0.475,-6.3508,5.8758,DIDgen-GIN-6.8,,CC1=NC2NC12CCO,CC1=N[C@@H]2N[C@]12CCO
693,3.8027,-0.5427,-7.0151,6.4724,DIDgen-GIN-6.8,,NN=NF,N/N=N/F
694,2.86166,-1.3526,-6.732,5.3794,DIDgen-GIN-6.8,,CC1C(C2(OC=O)OO2)N1ON,C[C@H]1[C@H](C2(OC=O)OO2)N1ON
695,6.61226,-2.1542,-6.3168,4.162599999999999,DIDgen-GIN-6.8,,ON1C(CCF)OC23OC45C16OC24C365,O=C1O[C@H](CCF)N(O)C2=C=C12.[C-]#[O+]
696,2.04288,0.7398,-5.2073,5.9471,DIDgen-GIN-6.8,,CN1NC=CN1N,CN1NC=CN1N
697,5.51708,-1.6006,-6.7493,5.1487,DIDgen-GIN-6.8,,N=NC12CC1COC2=O,[H]/N=N\[C@]12C[C@H]1COC2=O
698,1.75728,0.294,-6.4858,6.7798,DIDgen-GIN-6.8,7999.0,CC1=CC(O)CC1O,CC1=C[C@H](O)C[C@H]1O
699,4.09525,-1.0526,-6.2178,5.1652000000000005,DIDgen-GIN-6.8,,CCC12COOC13C(=N)C23,[H]/N=C1\[C@@H]2[C@@]3(CC)COO[C@@]123
700,2.68091,0.1688,-5.6341,5.8029,DIDgen-GIN-6.8,,NC(=CN(O)F)C1CC1,N/C(=C\N(O)F)C1CC1
701,2.405,-0.0206,-6.1742,6.1536,DIDgen-GIN-6.8,,NC12NN3ONC4ON(O4)C31N2,N[C@@]12NN3ONC4ON(O4)[C@]31N2
702,3.03062,-1.0983,-5.5403,4.442,DIDgen-GIN-6.8,,N=NC12CC1C(O)NN2,[H]/N=N/[C@@]12C[C@@H]1[C@H](O)NN2
703,1.26145,-0.1008,-6.0942,5.993399999999999,DIDgen-GIN-6.8,,OC1(F)CN=CCN1,O[C@]1(F)CN=CCN1
704,5.75735,-2.3859,-5.5293,3.1434,DIDgen-GIN-6.8,,OCC1CC12NC#CO2,OC[C@@H]1C[C@@]12NC#CO2
705,4.3812,0.4597,-6.5932,7.0529,DIDgen-GIN-6.8,16285.0,CC1NC2CC12C#N,C[C@H]1N[C@H]2C[C@]21C#N
706,3.1427,-1.0328,-7.1645,6.1317,DIDgen-GIN-6.8,,CCC1C=NCC1C1OON1F,CC[C@@H]1C=NC[C@@H]1[C@@H]1OON1F
707,5.82722,-2.2378,-6.2546,4.0168,DIDgen-GIN-6.8,,NNC12NOC13OC23OO,NN[C@]1(/[C-]=[O+]/O)NOC1=O
708,1.66506,-2.6098,-6.5417,3.9319,DIDgen-GIN-6.8,,OC12C3CN1C21CN3N2OC21,O[C+]1[N-]C[C@H]1N1C[C][C@H]2ON21
709,3.81781,-0.778,-7.2731,6.495100000000001,DIDgen-GIN-6.8,,O=C1NC12NO2,O=C1N[C@]12NO2
710,1.36681,0.4715,-5.9525,6.424,DIDgen-GIN-6.8,,OC1=CC2CN1NCO2,OC1=C[C@H]2CN1NCO2
711,5.01273,0.5136,-6.4138,6.9274,DIDgen-GIN-6.8,,CNN1CCN1NC#N,CNN1CCN1NC#N
712,4.08209,-0.3721,-6.9079,6.5358,DIDgen-GIN-6.8,,C1=NOC2NC12,C1=NO[C@H]2N[C@@H]12
713,2.74329,-0.5598,-7.7308,7.171,DIDgen-GIN-6.8,,O=C1NCOC(=O)C2NC2O1,O=C1NCOC(=O)[C@@H]2N[C@H]2O1
714,2.07506,-0.3394,-6.5798,6.240399999999999,DIDgen-GIN-6.8,,COCC(=N)COOC,[H]/N=C(\COC)COOC
715,1.85568,1.0261,-4.7101,5.7362,DIDgen-GIN-6.8,,NC1=C(CO)NNC1,NC1=C(CO)NNC1
716,6.57287,-2.5328,-5.7707,3.2379,DIDgen-GIN-6.8,,NC12OC3C4(O)CNN1OC(F)C342,N[C@@]12N=[NH+]C[C@@]3(O)[C@@H](O1)[C@]32[C@H]([O-])F
