ID,mu,E_L,E_H,gap,method,qm9_id,smiles_init,smiles_final
1972,2.98595,-3.5742,-6.8137,3.2395,DIDgen(random)-SimpleNet-4.1,,N=CN1C(=NOC=O)C23C45OC67OC8(N4C582)C63C17,[H]/N=C\N1/C(=N\OC=O)[C-]2[C@@]34C(=[O+]C(=O)[C@H]13)[C@]24[N+]#[C-]
1973,5.21826,-2.4098,-6.8063,4.3965,DIDgen(random)-SimpleNet-4.1,,C#CC1=C(N2C3OC4OC432)O1,C#C[C@@]1([N+]2=[C-][C@H]2OC=O)[C-]=[O+]1
1974,2.25372,-2.2908,-6.7199,4.4291,DIDgen(random)-SimpleNet-4.1,,O1OC1C12ON1C13C4N1C43O2,O1OC1[C@@]12O[C-]3[C@@H]4C(=[N+]1O2)N34
1975,3.05908,-2.9299,-7.3193,4.3894,DIDgen(random)-SimpleNet-4.1,,C=NC12N3C14C1(C#COC15C1ON5C1=O)C324,C=N[C@@]12N3[C@@]14[C@@]1(C#CO[C@@]15[C@@H]1ON5C1=O)[C@@]324
1976,5.67036,-3.5966,-6.1919,2.5953000000000004,DIDgen(random)-SimpleNet-4.1,,NN1N=C=C2OC#CC34C2=C2COC13N24,N#CC#CC1=NC(=C=C=O)/C(=N/N)OC1
1977,6.61015,-1.7095,-5.8577,4.1482,DIDgen(random)-SimpleNet-4.1,,C1N2C3N4C1(NC15C6C7OC71N65)NC324,O=C[C@@H]1N=C=C1N[C@]12CN=C[N+]1=[C-]N2
1978,1.50044,-1.2559,-5.9561,4.700200000000001,DIDgen(random)-SimpleNet-4.1,,O=C1N=NN1NC(O)=C=NC1=CC1,N#N.O=C=NNC(O)=C=NC1=CC1
1979,4.95173,-3.4366,-6.5249,3.0883,DIDgen(random)-SimpleNet-4.1,,O=CC12OC34N5C(=O)NC56C13C264,O=C[C@]12[C-]=C1C1=[NH+]C(=O)[N+]1=[C-]O2
1980,1.70448,-2.4581,-5.8472,3.3891,DIDgen(random)-SimpleNet-4.1,,C=CC12n3on3C13C14OC5C(=C51)C1(OCO1)C423,C=CC1=C2[C@]3([C-]=C4C=[O+][C@@]42[C@@]12n1on12)OCO3
1981,3.07839,-1.7834,-6.1153,4.3319,DIDgen(random)-SimpleNet-4.1,,NN1C23C(C4=CO4)N2COC3C23OC12O3,NN1[C@@]23[C@H]([C@H]4[C-]=[O+]4)N2CO[C@H]3[C@]23O[C@@]12O3
1982,1.88336,-2.4545,-6.2235,3.769,DIDgen(random)-SimpleNet-4.1,,,O=C=C(O)C1=N[C@]12[N+]#Cc1[nH][c-]c3c1[C@H]32
1983,4.56107,-3.4539,-5.7292,2.2753,DIDgen(random)-SimpleNet-4.1,,C=C1C2N3OON4C13C24C12C3N1N32,C=C1C=C([C@]23[C@@H]4N2N43)N([O-])C1=[N+]=O
1984,4.29163,-3.3109,-5.1282,1.8173,DIDgen(random)-SimpleNet-4.1,,,c1c2c3o[c-](n4c(nc5[n+]4N4CN=C54)c1-3)C2
1985,3.56761,-2.175,-5.7524,3.5774,DIDgen(random)-SimpleNet-4.1,,NC1=C(OC2=C(O)N2)O1,[H]/N=C(O)/[C-]=[O+]\C(=O)[C-]=[NH2+]
1986,2.23921,-3.2783,-6.8237,3.5453999999999994,DIDgen(random)-SimpleNet-4.1,,N=C1NC23OC24OC34C1O,
1987,5.07765,-2.8369,-6.3195,3.4826,DIDgen(random)-SimpleNet-4.1,,N=C1C(=O)C1(F)N=CNON,[H]/N=C1/C(=O)[C@]1(F)/N=C\NON
1988,2.29056,-3.9643,-6.7566,2.7923,DIDgen(random)-SimpleNet-4.1,,OCNC1=C2OON3OC4(ON5C6N=C6N15)OC234,N#C/C=N\N=C(\NCO)C(=O)C(=O)N=O.O=C=O
1989,15.07416,-3.2278,-6.0889,2.8611,DIDgen(random)-SimpleNet-4.1,,,[C-2]=Cc1c(C#[C-])/c1=[O+]/[N+]1=[N+]=C(N)NC1=O
1990,3.44788,-2.7456,-5.9065,3.1609000000000003,DIDgen(random)-SimpleNet-4.1,,N1C23C4N2C14C31OC(C23N4C56NC52C463)O1,[CH-]=[N+]=C1[NH+]=[C-][C@]12O[C@@H](C1=C=[N+]=[C-][NH+]=[C-]1)O2
1991,1.67966,-2.868,-6.6945,3.8265,DIDgen(random)-SimpleNet-4.1,,N=C1C=C2OC3NC13N1C3(O)OC213,[H]/N=C1/C=C2O[C@@H]3N[C@]13N=C(O)C2=O
1992,2.6556,-1.7026,-6.7027,5.0001,DIDgen(random)-SimpleNet-4.1,,OC1(C23OC4N5C2C453)N2C3OOC4N3C421,O[C@@]1([C@]23[C][C@H]([N-][CH+]2)O3)N2[C@H]3OO[C@@H]4N3[C@@]421
1993,3.73339,-3.8387,-6.221,2.3823000000000003,DIDgen(random)-SimpleNet-4.1,,C=C1N=CC=C(N=O)C1=O,C=C1N=CC=C(N=O)C1=O
1994,1.60427,-2.8676,-6.6859,3.8183,DIDgen(random)-SimpleNet-4.1,,C1OC2=C1C21N2CC34OC23N14,C1OC2=C1[C@]21N2C[C@]34O[C@]23N14
1995,1.53774,2.0383,-7.1001,9.1384,DIDgen(random)-SimpleNet-9.3,40.0,CCCO,CCCO
1996,2.70449,1.3921,-6.8554,8.2475,DIDgen(random)-SimpleNet-9.3,,CCC1NO1,CC[C@@H]1NO1
1997,1.17759,2.2206,-6.7272,8.9478,DIDgen(random)-SimpleNet-9.3,469.0,CC1COCO1,C[C@H]1COCO1
1998,1.42259,0.2787,-6.8118,7.0905,DIDgen(random)-SimpleNet-9.3,,C=CCO,C=CCO
1999,2.30348,2.1322,-6.9499,9.0821,DIDgen(random)-SimpleNet-9.3,594.0,COCC1CO1,COC[C@@H]1CO1
2000,2.2355,2.1895,-7.0365,9.226,DIDgen(random)-SimpleNet-9.3,,COCCF,COCCF
2001,2.18067,0.8049,-6.7172,7.5221,DIDgen(random)-SimpleNet-9.3,,CCCOOCO,CCCOOCO
2002,2.9629,1.8067,-7.0252,8.8319,DIDgen(random)-SimpleNet-9.3,155.0,OCC1CO1,OC[C@@H]1CO1
2003,1.72752,0.2986,-7.1755,7.4741,DIDgen(random)-SimpleNet-9.3,,OCOOC1CO1,OCOO[C@H]1CO1
2004,1.53952,2.0389,-7.1,9.1389,DIDgen(random)-SimpleNet-9.3,40.0,CCCO,CCCO
2005,2.82008,0.4276,-7.3839,7.8115,DIDgen(random)-SimpleNet-9.3,,COCOCOOCF,COCOCOOCF
2006,2.29963,2.1307,-6.9492,9.0799,DIDgen(random)-SimpleNet-9.3,594.0,COCC1CO1,COC[C@@H]1CO1
2007,1.96249,1.8214,-7.0695,8.8909,DIDgen(random)-SimpleNet-9.3,,COC(C)O,CO[C@@H](C)O
2008,1.64154,-1.1326,-6.7206,5.588,DIDgen(random)-SimpleNet-9.3,,CC(OF)OCN,C[C@@H](OF)OCN
2009,1.46291,1.8895,-7.1207,9.0102,DIDgen(random)-SimpleNet-9.3,22.0,CC(C)O,CC(C)O
2010,1.48335,1.9101,-7.1646,9.0747,DIDgen(random)-SimpleNet-9.3,40.0,CCCO,CCCO
2011,1.16371,2.2176,-6.7452,8.9628,DIDgen(random)-SimpleNet-9.3,41.0,CCOC,CCOC
2012,2.76642,1.6494,-7.3282,8.977599999999999,DIDgen(random)-SimpleNet-9.3,,COC(O)CCF,CO[C@H](O)CCF
2013,1.41498,2.2622,-7.0099,9.2721,DIDgen(random)-SimpleNet-9.3,,COCC(F)OC,COC[C@@H](F)OC
2014,2.66713,0.5148,-7.0721,7.5869,DIDgen(random)-SimpleNet-9.3,,COC(F)C1COOCO1,CO[C@H](F)[C@@H]1COOCO1
2015,1.46462,0.7769,-6.7439,7.5208,DIDgen(random)-SimpleNet-9.3,,COOC1CCO1,COO[C@@H]1CCO1
2016,2.92681,1.7853,-7.1381,8.923399999999999,DIDgen(random)-SimpleNet-9.3,639.0,CC(O)C1CO1,C[C@@H](O)[C@H]1CO1
2017,1.03297,2.2987,-6.7724,9.0711,DIDgen(random)-SimpleNet-9.3,41.0,CCOC,CCOC
2018,1.4812,1.9106,-7.1653,9.0759,DIDgen(random)-SimpleNet-9.3,40.0,CCCO,CCCO
2019,1.36458,1.0354,-6.6589,7.6943,DIDgen(random)-SimpleNet-9.3,,COOC,COOC
2020,2.59809,0.8009,-7.343,8.1439,DIDgen(random)-SimpleNet-9.3,,COCOO,COCOO
2021,1.77505,2.1196,-7.1415,9.2611,DIDgen(random)-SimpleNet-9.3,155.0,OCC1CO1,OC[C@@H]1CO1
2022,1.46399,1.8889,-7.1211,9.01,DIDgen(random)-SimpleNet-9.3,22.0,CC(C)O,CC(C)O
2023,1.36495,1.928,-6.9695,8.8975,DIDgen(random)-SimpleNet-9.3,,CC1OCNO1,C[C@H]1OCNO1
2024,1.96416,0.7358,-6.7725,7.5083,DIDgen(random)-SimpleNet-9.3,,COCOOC,COCOOC
2025,1.42202,1.8666,-7.0953,8.9619,DIDgen(random)-SimpleNet-9.3,22.0,CC(C)O,CC(C)O
2026,2.75451,0.6852,-7.1084,7.7936,DIDgen(random)-SimpleNet-9.3,,OOC1CCO1,OO[C@H]1CCO1
2027,1.0332,2.2986,-6.7722,9.0708,DIDgen(random)-SimpleNet-9.3,41.0,CCOC,CCOC
2028,1.34621,1.0327,-6.6468,7.6795,DIDgen(random)-SimpleNet-9.3,,COOC,COOC
2029,1.46415,1.8892,-7.1213,9.0105,DIDgen(random)-SimpleNet-9.3,22.0,CC(C)O,CC(C)O
2030,2.66233,2.1378,-7.2716,9.4094,DIDgen(random)-SimpleNet-9.3,,COC(F)CO,CO[C@H](F)CO
2031,1.03252,2.2988,-6.7715,9.0703,DIDgen(random)-SimpleNet-9.3,41.0,CCOC,CCOC
2032,1.98298,1.9278,-7.364,9.2918,DIDgen(random)-SimpleNet-9.3,,OCOC1CO1,OCO[C@H]1CO1
2033,2.63868,0.4656,-6.7219,7.1875,DIDgen(random)-SimpleNet-9.3,,COOC(OC)C(O)F,COO[C@H](OC)[C@H](O)F
2034,1.31165,2.0895,-7.0521,9.1416,DIDgen(random)-SimpleNet-9.3,153.0,OCC1CC1,OCC1CC1
2035,3.46621,1.73,-6.9015,8.6315,DIDgen(random)-SimpleNet-9.3,,OCCCOCF,OCCCOCF
2036,2.12052,1.7407,-6.9014,8.6421,DIDgen(random)-SimpleNet-9.3,,NCOC1CO1,NCO[C@H]1CO1
2037,3.78358,-0.2638,-6.7422,6.478400000000001,DIDgen(random)-SimpleNet-9.3,,FCC1CC2OOC2O1,FC[C@@H]1C[C@@H]2OO[C@@H]2O1
2038,1.37648,1.0603,-6.6936,7.7539,DIDgen(random)-SimpleNet-9.3,,CCOOC,CCOOC
2039,2.10673,-0.7342,-7.5477,6.8135,DIDgen(random)-SimpleNet-9.3,,CCCOF,CCCOF
2040,1.19271,2.3089,-7.0555,9.3644,DIDgen(random)-SimpleNet-9.3,,COC1COCO1,CO[C@H]1COCO1
2041,1.03323,2.2986,-6.7726,9.0712,DIDgen(random)-SimpleNet-9.3,41.0,CCOC,CCOC
2042,3.05568,1.8367,-7.2916,9.1283,DIDgen(random)-SimpleNet-9.3,,OCCCC(O)F,OCCC[C@@H](O)F
2043,1.78063,-0.0885,-7.2887,7.200200000000001,DIDgen(random)-SimpleNet-9.3,,CCOOOC(F)CC,CCOOO[C@H](F)CC
2044,2.33332,0.7967,-6.9959,7.7926,DIDgen(random)-SimpleNet-9.3,,COCOO,COCOO
2045,2.68474,1.8659,-6.9481,8.814,DIDgen(random)-SimpleNet-9.3,,CC1OC1O,C[C@@H]1O[C@H]1O
2046,1.24184,2.6527,-7.2329,9.8856,DIDgen(random)-SimpleNet-9.3,,COC1OC1C,CO[C@@H]1O[C@H]1C
2047,1.30105,2.4828,-7.1774,9.6602,DIDgen(random)-SimpleNet-9.3,,CCOC1CO1,CCO[C@@H]1CO1
2048,0.94521,2.0001,-6.2404,8.2405,DIDgen(random)-SimpleNet-9.3,,CC1OCNO1,C[C@H]1OCNO1
2049,1.16388,2.2174,-6.7454,8.9628,DIDgen(random)-SimpleNet-9.3,41.0,CCOC,CCOC
2050,1.03366,2.2985,-6.773,9.0715,DIDgen(random)-SimpleNet-9.3,41.0,CCOC,CCOC
2051,2.30032,0.8013,-6.988,7.789300000000001,DIDgen(random)-SimpleNet-9.3,,COCOO,COCOO
2052,2.6319,0.0669,-7.7929,7.859800000000001,DIDgen(random)-SimpleNet-9.3,,CCOOOCF,CCOOOCF
2053,2.32053,1.6932,-7.3322,9.0254,DIDgen(random)-SimpleNet-9.3,,CC(O)CF,C[C@H](O)CF
2054,1.42155,1.8658,-7.0951,8.9609,DIDgen(random)-SimpleNet-9.3,22.0,CC(C)O,CC(C)O
2055,2.34889,0.339,-7.5588,7.8978,DIDgen(random)-SimpleNet-9.3,,FC1OOCC2OC12,F[C@H]1OOC[C@@H]2O[C@@H]21
2056,3.38946,1.4217,-7.3812,8.8029,DIDgen(random)-SimpleNet-9.3,,OCOC1CO1,OCO[C@@H]1CO1
2057,1.03336,2.2985,-6.7729,9.0714,DIDgen(random)-SimpleNet-9.3,41.0,CCOC,CCOC
2058,2.38069,1.8628,-6.884,8.7468,DIDgen(random)-SimpleNet-9.3,,CC(N)OCF,C[C@@H](N)OCF
2059,1.18507,-1.1705,-7.5084,6.337899999999999,DIDgen(random)-SimpleNet-9.3,,OCCC(F)OF,OCC[C@@H](F)OF
2060,1.03286,2.2989,-6.7722,9.0711,DIDgen(random)-SimpleNet-9.3,41.0,CCOC,CCOC
2061,1.59357,0.713,-6.8029,7.5159,DIDgen(random)-SimpleNet-9.3,,COCOOCCF,COCOOCCF
2062,2.50662,1.7536,-7.0648,8.8184,DIDgen(random)-SimpleNet-9.3,,OCCOCO,OCCOCO
2063,1.16392,2.2169,-6.746,8.962900000000001,DIDgen(random)-SimpleNet-9.3,41.0,CCOC,CCOC
2064,1.06606,1.9482,-6.8901,8.8383,DIDgen(random)-SimpleNet-9.3,,CC1COC1O,C[C@@H]1CO[C@@H]1O
2065,1.6208,1.6162,-7.2717,8.8879,DIDgen(random)-SimpleNet-9.3,,OCCOCO,OCCOCO
2066,3.02841,2.148,-6.9713,9.1193,DIDgen(random)-SimpleNet-9.3,,CC1(C2CO2)CO1,C[C@]1([C@@H]2CO2)CO1
2067,1.30803,1.0923,-6.2298,7.3221,DIDgen(random)-SimpleNet-9.3,,C=COCO,C=COCO
2068,2.9187,1.0631,-7.0402,8.103299999999999,DIDgen(random)-SimpleNet-9.3,,CC(O)OCNF,C[C@H](O)OCNF
2069,1.64863,0.5864,-7.0416,7.628,DIDgen(random)-SimpleNet-9.3,,C1COOCO1,C1COOCO1
2070,2.74414,1.5491,-7.1496,8.6987,DIDgen(random)-SimpleNet-9.3,,OCCOCO,OCCOCO
2071,2.44453,1.9764,-7.168,9.1444,DIDgen(random)-SimpleNet-9.3,,OCCOCO,OCCOCO
2072,1.3835,1.6372,-7.4274,9.0646,DIDgen(random)-SimpleNet-9.3,,CC(F)CO,C[C@@H](F)CO
2073,0.38408,2.1592,-7.156,9.3152,DIDgen(random)-SimpleNet-9.3,,COC(C)O,CO[C@@H](C)O
2074,2.61554,0.6413,-7.4167,8.058,DIDgen(random)-SimpleNet-9.3,,OOCOCF,OOCOCF
2075,2.72481,0.8587,-7.2871,8.1458,DIDgen(random)-SimpleNet-9.3,,CCOCOO,CCOCOO
2076,1.29785,2.0725,-6.955,9.0275,DIDgen(random)-SimpleNet-9.3,,OCCCOCO,OCCCOCO
2077,2.97734,-0.9748,-7.8569,6.8821,DIDgen(random)-SimpleNet-9.3,,FCC(F)COF,FC[C@@H](F)COF
2078,1.05104,2.1348,-6.9326,9.0674,DIDgen(random)-SimpleNet-9.3,,COCCOCO,COCCOCO
2079,2.44213,2.024,-6.9202,8.9442,DIDgen(random)-SimpleNet-9.3,,OCOCN1CC1F,OCOCN1C[C@@H]1F
2080,1.3891,1.0693,-6.6111,7.680400000000001,DIDgen(random)-SimpleNet-9.3,,CCOOC,CCOOC
2081,1.24119,2.1572,-6.8506,9.0078,DIDgen(random)-SimpleNet-9.3,,COCCCOCO,COCCCOCO
2082,1.48124,1.9109,-7.1659,9.0768,DIDgen(random)-SimpleNet-9.3,40.0,CCCO,CCCO
2083,1.23671,0.6963,-6.9575,7.653799999999999,DIDgen(random)-SimpleNet-9.3,,OCCC(O)OOCO,OCC[C@H](O)OOCO
2084,0.38311,2.1604,-7.156,9.3164,DIDgen(random)-SimpleNet-9.3,,COC(C)O,CO[C@H](C)O
2085,2.74121,1.805,-7.01,8.815,DIDgen(random)-SimpleNet-9.3,,OCCOCO,OCCOCO
2086,0.40884,2.2402,-7.1623,9.4025,DIDgen(random)-SimpleNet-9.3,,CCC(O)OC,CC[C@@H](O)OC
2087,1.42434,0.7817,-7.2641,8.0458,DIDgen(random)-SimpleNet-9.3,,COCOO,COCOO
2088,1.42202,1.8673,-7.095,8.962299999999999,DIDgen(random)-SimpleNet-9.3,22.0,CC(C)O,CC(C)O
2089,2.46483,0.6913,-7.0797,7.771,DIDgen(random)-SimpleNet-9.3,,COCOO,COCOO
2090,1.03269,2.2986,-6.7719,9.0705,DIDgen(random)-SimpleNet-9.3,41.0,CCOC,CCOC
2091,1.86837,0.5801,-7.0299,7.609999999999999,DIDgen(random)-SimpleNet-9.3,,CC1COOCO1,C[C@H]1COOCO1
2092,1.03303,2.2989,-6.7724,9.0713,DIDgen(random)-SimpleNet-9.3,41.0,CCOC,CCOC
2093,1.65634,2.1274,-7.0616,9.189,DIDgen(random)-SimpleNet-9.3,413.0,CC1(CO)CO1,C[C@]1(CO)CO1
2094,1.16487,2.2159,-6.747,8.9629,DIDgen(random)-SimpleNet-9.3,41.0,CCOC,CCOC
2095,2.84993,1.9563,-6.8516,8.8079,DIDgen(random)-SimpleNet-9.3,,OCCOCO,OCCOCO
2096,1.4123,2.1036,-7.2783,9.3819,DIDgen(random)-SimpleNet-9.3,,CC1OC1O,C[C@H]1O[C@@H]1O
2097,2.50571,1.7521,-7.0646,8.8167,DIDgen(random)-SimpleNet-9.3,,OCCOCO,OCCOCO
2098,2.32702,0.797,-6.9947,7.7917,DIDgen(random)-SimpleNet-9.3,,COCOO,COCOO
2099,2.89121,0.5729,-7.3024,7.875299999999999,DIDgen(random)-SimpleNet-9.3,,OOCOCF,OOCOCF
2100,0.97316,2.2582,-6.7664,9.0246,DIDgen(random)-SimpleNet-9.3,135.0,CCCOC,CCCOC
2101,1.00143,2.2316,-6.7821,9.0137,DIDgen(random)-SimpleNet-9.3,135.0,CCCOC,CCCOC
2102,2.15776,0.7575,-7.2838,8.0413,DIDgen(random)-SimpleNet-9.3,,OOC1CCO1,OO[C@@H]1CCO1
2103,1.46085,0.2237,-7.7887,8.0124,DIDgen(random)-SimpleNet-9.3,,CCOOOCF,CCOOOCF
2104,1.18829,2.189,-6.6877,8.8767,DIDgen(random)-SimpleNet-9.3,135.0,CCCOC,CCCOC
2105,3.94132,-3.3826,-7.1195,3.7369,DIDgen(random)-SimpleNet-4.1,,C1=NN(N2CO2)C2=NC=1C13C4N1C243,N#CC1=N/C(=N/N2CO2)[C@@]23[C@H]4N2[C@]143
2106,5.47298,-1.9695,-6.468,4.4985,DIDgen(random)-SimpleNet-4.1,,C=C(N)N1OC=NC23C=NC24OC14O3,[C-]#[N+]/C=C1/N=CON(C(=C)N)C(=O)O1
2107,6.56965,-3.7497,-7.5128,3.763100000000001,DIDgen(random)-SimpleNet-4.1,,O=CC1=C=CN1OOC12C3N1N32,C#N.N#CO[C@H]1[C-]=C(C=O)[N+]1=O
2108,7.44623,-3.1098,-6.0085,2.8987,DIDgen(random)-SimpleNet-4.1,,O=NC12N=C1C1(N3N4OCC4C34OC4=O)NN21,O=N[C@]12N=C1[C@]1(N3N4OC[C@@H]4[C@@]34OC4=O)NN21
2109,6.66265,-1.1978,-5.4256,4.2278,DIDgen(random)-SimpleNet-4.1,,NNC1OC23OC(F)C=C2C13,NN/C=C/C1=C[C@@H](F)OC1=O
2110,5.38304,-3.7079,-7.0868,3.3789,DIDgen(random)-SimpleNet-4.1,,O=C1N=NC2(OC2C2=C=N2)N2C1C13OC24C1N34,O=C1N=N[C@]2(O[C@H]2N2C#C2)[N+]2=[C-]O[C@@]3(C=N3)[C@@H]12
2111,5.2569,-1.8165,-6.8274,5.0109,DIDgen(random)-SimpleNet-4.1,,C1OC23OC24C2C1C234,O=C1C#COCC=C1
2112,3.09305,-2.2343,-6.1962,3.9619,DIDgen(random)-SimpleNet-4.1,,NC12N(OOC34C=C3O4)N3C4C(=O)N3C13N4N23,N#C/C(N)=[N+](/[O-])N(C=C=O)[C@@]12O[C@H]1C2=O.N#N
2113,1.10295,-3.671,-6.0265,2.3555000000000006,DIDgen(random)-SimpleNet-4.1,,O=C=C=CCOC12N=CC1=N2,O=C=C=CCOC1=NC=C=N1
2114,5.57361,-2.4443,-6.7393,4.295,DIDgen(random)-SimpleNet-4.1,,N=C1N2NC34C5C6OC12C31C2(O6)N3OC32C541,[H]/N=C1\N2NC3=C4[C@@H]3[C@@H]3O[C@]56N7O[C@]45[C@@]76[C@]12O3
2115,2.9173,-4.4584,-6.7712,2.3128,DIDgen(random)-SimpleNet-4.1,,CC1(N2N=C2C23C4=CC25C(O4)N35)NC2(O1)OC21N=N1,C[C@]1([N@@+]2(C3=[N+]=C(C=O)C=[C-]3)[C-]=N2)N[C@]2(OC23N=N3)O1
2116,6.11271,-4.1276,-6.4737,2.3461,DIDgen(random)-SimpleNet-4.1,,OC(OF)=C1C2C1C21C23OC4=C=NC21C4(O)O3,
2117,5.62382,-2.8548,-5.7857,2.9309000000000003,DIDgen(random)-SimpleNet-4.1,,N=CC1=C2C3N=C(N3O)C23OC3N1O,[H]/N=C/C1=C2[C@H]3N=C(N3O)[C@@]23O[C@H]3N1O
2118,3.02279,-4.5109,-6.3077,1.7967999999999993,DIDgen(random)-SimpleNet-4.1,,N=NC(=O)C12C3=CN4C1=C(C1=C(NO)O1)C342,[H]/N=N/C1=C2C(=CN=C2C#CC(=O)NO)[C-]=[O+]1
2119,3.5412,-2.3046,-5.6562,3.3516,DIDgen(random)-SimpleNet-4.1,,NC1=C2NC13C14C5C26NC12C56C324,N[C@]12C3=[NH+]C1=C1[C-]=C4NC3=C4[C@H]12
2120,3.6277,-2.6449,-6.6555,4.0106,DIDgen(random)-SimpleNet-4.1,,O=C1N=NC1C1=C(C2(O)C3C45OC26N4C356)O1,N#C[C@@H]1[C-]=[O+][C-]2/C(=C/C#[O+])C(=O)[C@@]21O.N#N
2121,0.95235,-2.7791,-6.4571,3.678,DIDgen(random)-SimpleNet-4.1,,O=CN=NC1NC2=C3CC1(N=O)OC32O,O=C/N=N/[C@H]1NC2=C3C[C@@]1(N=O)O[C@@]32O
2122,2.64511,-0.5951,-6.0824,5.487299999999999,DIDgen(random)-SimpleNet-4.1,,OC12C3C45NC31OC42O5,OC1=C[C@@]23N[C-]=[O+][C@@]12O3
2123,3.80261,-2.7253,-6.5989,3.8736000000000006,DIDgen(random)-SimpleNet-4.1,,O=C(OC12OC1N2O)C1C23OC12O3,O=C(O[C@]12O[C@H]1N2O)[C@H]1[C@]23O[C@]12O3
2124,4.15089,-2.1767,-6.0212,3.844500000000001,DIDgen(random)-SimpleNet-4.1,,O=NC12C=C1C(OC1N=C1O)OOO2,O=N[C@@]12C=C1[C@H](O[C@@H]1N=C1O)OOO2
2125,2.31426,-2.4029,-6.8594,4.4565,DIDgen(random)-SimpleNet-4.1,,O=C(O)C#CC12OOC1N2C1OC23NC12O3,O=C(O)C#C[C@]12OO[C@H]1N2[C@H]1O[C@]23N[C@]12O3
2126,6.23638,-3.614,-6.8443,3.2303,DIDgen(random)-SimpleNet-4.1,,O=C=C1N=NC(N2C#C2)=C2C(C=O)C12,O=C=C1N=NC([N+]2=C=[C-]2)=C2[C@H]1[C@@H]2C=O
2127,4.02726,-0.951,-6.6655,5.7145,DIDgen(random)-SimpleNet-4.1,,O=C1CN(O)C23N1C1N2C13OOO,O=C1CN(O)[C@]23N1[C@@H]1N2[C@@]13OOO
2128,4.59399,-3.5025,-5.6133,2.1108,DIDgen(random)-SimpleNet-4.1,,C1#CC23NN4ONOC42C13,[NH-]/[O+]=N/NC1=C=C=CC1=O
2129,2.80014,-2.9509,-7.0127,4.0618,DIDgen(random)-SimpleNet-4.1,,,[C-2]=C[C@@H]1[C-]=[O+]C1=O.[C-]#[O+].[N+][N+]
2130,3.94505,-2.4001,-6.9107,4.5106,DIDgen(random)-SimpleNet-4.1,,N=C(N=CO)C12C3=NN1C1(O)C=C1N32,[H]/N=C(/N=C/O)[C@]1(C#N)N=C(O)[C@H]2[C-]=[N+]21
2131,5.53062,-3.2054,-5.5482,2.3427999999999995,DIDgen(random)-SimpleNet-4.1,,CC1=C(C2=C=C2N=O)C12NO2,CC1=C=C=C(N=O)/C1=C1\NO1
2132,5.00562,-1.9817,-6.8491,4.8674,DIDgen(random)-SimpleNet-4.1,,COC1=C2C3NOC12OO3,COC1=[C-][C@@H]2N[O+]=C1OO2
2133,3.62616,-1.9006,-6.2731,4.3725000000000005,DIDgen(random)-SimpleNet-4.1,,N=NC1(O)C2OC1(N(N)C(=N)O)C2=O,[H]/N=C(\O)N(N)[C@@]12O[C@@H](C1=O)[C@]2(O)/N=N/[H]
2134,2.92018,-3.6971,-7.7536,4.0565,DIDgen(random)-SimpleNet-4.1,,C#CC(=O)OC(=N)C12C=NC1(N1OC#CO1)O2,[C-]#[O+].[C-]#[O+].[H]/N=C(/OC(=O)C#C)C(=O)/C=N\C#N
2135,5.88054,-5.1355,-6.087,0.9514999999999992,DIDgen(random)-SimpleNet-4.1,,C1#CC2N=NN3N4OC4C3(ONO1)O2,[H]/N=[O+]/[C@@]12O[C@H](C#C[O-])N=NN1N1O[C@@H]12
2136,3.81604,-3.2999,-5.9959,2.696,DIDgen(random)-SimpleNet-4.1,,NC1(OC23OC4=C5OC2(N)C543)N2C3=C4N3C421,
2137,3.66864,-3.3617,-6.7599,3.3982,DIDgen(random)-SimpleNet-4.1,,,O=C1C#CCc2nc(=O)[c-](o2)/[NH+]=N\1.[C-]#[O+]
2138,1.78948,-3.4497,-6.761,3.3113,DIDgen(random)-SimpleNet-4.1,,O=C1C23CC45OC67N4C56N2C137,O=C1C[C@]23C(=O)[C@@]24C2=N[C@@]12N43
2139,4.93639,-4.073,-6.9707,2.8976999999999995,DIDgen(random)-SimpleNet-4.1,,OC12N=CN=C3OC31O2,O=C1N=CN=C(O)C1=O
2140,6.2854,-2.3603,-5.7653,3.405,DIDgen(random)-SimpleNet-4.1,,O=CC=NC(O)=C1NO1,O=C/C=N/C(O)=C1\NO1
2141,3.25076,-3.2026,-6.596,3.3934,DIDgen(random)-SimpleNet-4.1,,,C[C@@H]1N=C[C@@]2(N=NC3=Nc4ooc4[C@H]32)C1=O
2142,3.75674,-1.3462,-7.2835,5.9373000000000005,DIDgen(random)-SimpleNet-4.1,,N#CC12CC3OC3(O1)C2=O,N#C[C@]12C[C@@H]3O[C@@]3(O1)C2=O
2143,6.29741,-2.0991,-6.1122,4.0131,DIDgen(random)-SimpleNet-4.1,,OC12OC34OC3(OC3NN31)C24O,O=C1O[C@]2(O)N3N[C@H]3[O+]=[C-][C@]12O
2144,6.14527,-2.9525,-6.4975,3.5449999999999995,DIDgen(random)-SimpleNet-4.1,,N#CC(C12C3=C1C32)C12OC1=C1ONC13NN32,N#C[C@H](C1=CC#C1)[C@@]12OC1=C1ON[C@@]13NN32
2145,2.75532,-1.0642,-6.1646,5.1004000000000005,DIDgen(random)-SimpleNet-4.1,,NC12NC3(OO)N4C5(NC435)N1O2,N[C@]12N[C@@]3(OO)N=C3N[C-]=[N+]1O2
